id,home_team,away_team,league_id,league_name,season,match_date,match_id_api,home_score,away_score,result,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_xg,away_xg,odds_home,odds_draw,odds_away,data_source,created_at,updated_at
"clermont_psg_2025-01-07","Clermont","PSG",0,"Ligue 1","2024-2025","2025-01-07",,1,0,"H",,,,,,,,,,,,,,,1.43,0.62,3.4,3.24,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"auxerre_monaco_2025-01-10","Auxerre","Monaco",0,"Ligue 1","2024-2025","2025-01-10",,0,3,"A",,,,,,,,,,,,,,,0.6,3.88,3.4,3.1,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"angers_marseille_2025-01-12","Angers","Marseille",0,"Ligue 1","2024-2025","2025-01-12",,1,0,"H",,,,,,,,,,,,,,,1.33,0.67,3.4,3.31,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"psg_lyon_2025-01-14","PSG","Lyon",0,"Ligue 1","2024-2025","2025-01-14",,1,2,"A",,,,,,,,,,,,,,,1.52,2.59,2.5,3.13,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"monaco_nice_2025-01-18","Monaco","Nice",0,"Ligue 1","2024-2025","2025-01-18",,2,1,"H",,,,,,,,,,,,,,,2.65,1.2,2.5,3.45,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"marseille_lens_2025-01-20","Marseille","Lens",0,"Ligue 1","2024-2025","2025-01-20",,1,2,"A",,,,,,,,,,,,,,,1.41,2.5,2.5,3.18,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lille_rennes_2025-01-23","Lille","Rennes",0,"Ligue 1","2024-2025","2025-01-23",,1,2,"A",,,,,,,,,,,,,,,1.04,2.48,2.5,3.46,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lyon_strasbourg_2025-01-27","Lyon","Strasbourg",0,"Ligue 1","2024-2025","2025-01-27",,2,3,"A",,,,,,,,,,,,,,,2.3,3.63,2.5,3.3,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"nice_toulouse_2025-01-28","Nice","Toulouse",0,"Ligue 1","2024-2025","2025-01-28",,2,1,"H",,,,,,,,,,,,,,,2.55,1,3.1,3.4,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"Y29tb19sYXppb18yMDIw","Como","Lazio",0,"Serie A","2025-2026","202025-08-24",,2,0,"H",,,,,,,,,,,,,,,,,2.4,3.25,3,"football-data.co.uk","2026-03-17T15:01:56.168445+00:00","2026-03-17T15:02:07.13893+00:00"
"cGlzYV9yb21hXzIwMjAy","Pisa","Roma",0,"Serie A","2025-2026","202025-08-30",,0,1,"A",,,,,,,,,,,,,,,,,5.25,3.6,1.7,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:02:07.13893+00:00"
"aG9mZmVuaGVpbV9zdCBw","Hoffenheim","St Pauli",0,"Bundesliga","2025-2026","2026-02-28",,0,1,"A",,,,,,,,,,,,,,,,,1.48,4.75,6,"football-data.co.uk","2026-03-17T15:02:05.895495+00:00","2026-03-17T15:06:56.040208+00:00"
"bGV2ZXJrdXNlbl9tYWlu","Leverkusen","Mainz",0,"Bundesliga","2025-2026","2026-02-28",,1,1,"D",,,,,,,,,,,,,,,,,1.7,4,4.5,"football-data.co.uk","2026-03-17T15:02:05.895495+00:00","2026-03-17T15:06:56.040208+00:00"
"bSdnbGFkYmFjaF91bmlv","M'gladbach","Union Berlin",0,"Bundesliga","2025-2026","2026-02-28",,1,0,"H",,,,,,,,,,,,,,,,,2.38,3.3,3,"football-data.co.uk","2026-03-17T15:02:05.895495+00:00","2026-03-17T15:06:56.040208+00:00"
"d2VyZGVyIGJyZW1lbl9o","Werder Bremen","Heidenheim",0,"Bundesliga","2025-2026","2026-02-28",,2,0,"H",,,,,,,,,,,,,,,,,1.75,4,4.33,"football-data.co.uk","2026-03-17T15:02:05.543805+00:00","2026-03-17T15:06:56.040208+00:00"
"ZG9ydG11bmRfYmF5ZXJu","Dortmund","Bayern Munich",0,"Bundesliga","2025-2026","2026-02-28",,2,3,"A",,,,,,,,,,,,,,,,,4.5,4.75,1.6,"football-data.co.uk","2026-03-17T15:02:05.895495+00:00","2026-03-17T15:06:56.040208+00:00"
"Z2Vub2FfbGVjY2VfMjAy","Genoa","Lecce",0,"Serie A","2025-2026","2025-08-23",,0,0,"D",,,,,,,,,,,,,,,,,1.9,3.3,4.5,"football-data.co.uk","2026-03-17T15:01:56.943641+00:00","2026-03-17T15:06:56.983264+00:00"
"c2Fzc3VvbG9fbmFwb2xp","Sassuolo","Napoli",0,"Serie A","2025-2026","2025-08-23",,0,2,"A",,,,,,,,,,,,,,,,,6,4,1.57,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
"bWlsYW5fY3JlbW9uZXNl","Milan","Cremonese",0,"Serie A","2025-2026","2025-08-23",,1,2,"A",,,,,,,,,,,,,,,,,1.33,5.25,9,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
"cm9tYV9ib2xvZ25hXzIw","Roma","Bologna",0,"Serie A","2025-2026","2025-08-23",,1,0,"H",,,,,,,,,,,,,,,,,2.1,3.3,3.5,"football-data.co.uk","2026-03-17T15:01:56.56286+00:00","2026-03-17T15:06:56.983264+00:00"
"Y2FnbGlhcmlfZmlvcmVu","Cagliari","Fiorentina",0,"Serie A","2025-2026","2025-08-24",,1,1,"D",,,,,,,,,,,,,,,,,3.25,3.3,2.25,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"YXRhbGFudGFfcGlzYV8y","Atalanta","Pisa",0,"Serie A","2025-2026","2025-08-24",,1,1,"D",,,,,,,,,,,,,,,,,1.4,5,7,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
"Y3JlbW9uZXNlX3Nhc3N1","Cremonese","Sassuolo",0,"Serie A","2025-2026","2025-08-29",,3,2,"H",,,,,,,,,,,,,,,,,2.6,3.2,2.75,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
"bGVjY2VfbWlsYW5fMjAy","Lecce","Milan",0,"Serie A","2025-2026","2025-08-29",,0,2,"A",,,,,,,,,,,,,,,,,6,3.9,1.57,"football-data.co.uk","2026-03-17T15:01:56.943641+00:00","2026-03-17T15:06:56.983264+00:00"
"Ym9sb2duYV9jb21vXzIw","Bologna","Como",0,"Serie A","2025-2026","2025-08-30",,1,0,"H",,,,,,,,,,,,,,,,,2.45,3.1,3.1,"football-data.co.uk","2026-03-17T15:01:56.943641+00:00","2026-03-17T15:06:56.983264+00:00"
"bmFwb2xpX2NhZ2xpYXJp","Napoli","Cagliari",0,"Serie A","2025-2026","2025-08-30",,1,0,"H",,,,,,,,,,,,,,,,,1.3,5,11,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"dG9yaW5vX2Zpb3JlbnRp","Torino","Fiorentina",0,"Serie A","2025-2026","2025-08-31",,0,0,"D",,,,,,,,,,,,,,,,,3.2,3.1,2.4,"football-data.co.uk","2026-03-17T15:01:56.56286+00:00","2026-03-17T15:06:56.983264+00:00"
"lens_nantes_2025-02-01","Lens","Nantes",0,"Ligue 1","2024-2025","2025-02-01",,3,2,"H",,,,,,,,,,,,,,,3.33,2.71,3.1,3.46,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"rennes_montpellier_2025-02-04","Rennes","Montpellier",0,"Ligue 1","2024-2025","2025-02-04",,3,0,"H",,,,,,,,,,,,,,,3.69,0.18,3.1,3.01,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"strasbourg_brest_2025-02-08","Strasbourg","Brest",0,"Ligue 1","2024-2025","2025-02-08",,3,2,"H",,,,,,,,,,,,,,,3.56,2.58,3.1,3.36,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"toulouse_reims_2025-02-12","Toulouse","Reims",0,"Ligue 1","2024-2025","2025-02-12",,1,1,"D",,,,,,,,,,,,,,,1.38,1.22,3.1,3.1,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"nantes_lehavre_2025-02-13","Nantes","Le Havre",0,"Ligue 1","2024-2025","2025-02-13",,3,3,"D",,,,,,,,,,,,,,,3.37,3.81,3.4,3.42,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"montpellier_metz_2025-02-16","Montpellier","Metz",0,"Ligue 1","2024-2025","2025-02-16",,2,1,"H",,,,,,,,,,,,,,,2.37,1.72,3.4,3.25,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"brest_lorient_2025-02-18","Brest","Lorient",0,"Ligue 1","2024-2025","2025-02-18",,3,1,"H",,,,,,,,,,,,,,,3.29,1.62,3.4,3.46,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"reims_clermont_2025-02-21","Reims","Clermont",0,"Ligue 1","2024-2025","2025-02-21",,3,0,"H",,,,,,,,,,,,,,,3.02,0.44,3.4,3.33,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lehavre_auxerre_2025-02-25","Le Havre","Auxerre",0,"Ligue 1","2024-2025","2025-02-25",,0,1,"A",,,,,,,,,,,,,,,0.69,1.8,3.4,3.01,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"metz_angers_2025-03-01","Metz","Angers",0,"Ligue 1","2024-2025","2025-03-01",,0,3,"A",,,,,,,,,,,,,,,0.96,3.58,3.4,3.24,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"Y29tb19nZW5vYV8yMDIw","Como","Genoa",0,"Serie A","2025-2026","202025-09-15",,1,1,"D",,,,,,,,,,,,,,,,,1.62,3.75,6,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:02:07.13893+00:00"
"lorient_psg_2025-03-04","Lorient","PSG",0,"Ligue 1","2024-2025","2025-03-04",,2,2,"D",,,,,,,,,,,,,,,2.21,2.25,3.4,3.39,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"clermont_monaco_2025-03-05","Clermont","Monaco",0,"Ligue 1","2024-2025","2025-03-05",,3,2,"H",,,,,,,,,,,,,,,3.01,2.43,3.4,3.29,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"auxerre_marseille_2025-03-06","Auxerre","Marseille",0,"Ligue 1","2024-2025","2025-03-06",,3,2,"H",,,,,,,,,,,,,,,3.5,2.41,3.4,3.07,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"angers_lille_2025-03-08","Angers","Lille",0,"Ligue 1","2024-2025","2025-03-08",,2,1,"H",,,,,,,,,,,,,,,2.11,1.81,3.4,3.18,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"bGF6aW9fcm9tYV8yMDIw","Lazio","Roma",0,"Serie A","2025-2026","202025-09-21",,0,1,"A",,,,,,,,,,,,,,,,,2.8,3.1,2.63,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:02:07.13893+00:00"
"psg_nice_2025-03-09","PSG","Nice",0,"Ligue 1","2024-2025","2025-03-09",,2,3,"A",,,,,,,,,,,,,,,2.48,3.15,2.5,3.47,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"monaco_lens_2025-03-11","Monaco","Lens",0,"Ligue 1","2024-2025","2025-03-11",,1,0,"H",,,,,,,,,,,,,,,1.99,0,2.5,3.24,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"marseille_rennes_2025-03-12","Marseille","Rennes",0,"Ligue 1","2024-2025","2025-03-12",,3,2,"H",,,,,,,,,,,,,,,3.68,2.92,2.5,3.02,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lille_strasbourg_2025-03-16","Lille","Strasbourg",0,"Ligue 1","2024-2025","2025-03-16",,1,0,"H",,,,,,,,,,,,,,,1.86,0.27,2.5,3.25,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lyon_toulouse_2025-03-18","Lyon","Toulouse",0,"Ligue 1","2024-2025","2025-03-18",,1,3,"A",,,,,,,,,,,,,,,1.71,3.4,2.5,3.3,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"nice_nantes_2025-03-22","Nice","Nantes",0,"Ligue 1","2024-2025","2025-03-22",,1,2,"A",,,,,,,,,,,,,,,1.53,2.28,3.1,3.49,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lens_montpellier_2025-03-26","Lens","Montpellier",0,"Ligue 1","2024-2025","2025-03-26",,0,1,"A",,,,,,,,,,,,,,,0.7,1.35,3.1,3,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"rennes_brest_2025-03-27","Rennes","Brest",0,"Ligue 1","2024-2025","2025-03-27",,1,1,"D",,,,,,,,,,,,,,,1.81,1,3.1,3.45,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"strasbourg_reims_2025-03-28","Strasbourg","Reims",0,"Ligue 1","2024-2025","2025-03-28",,1,2,"A",,,,,,,,,,,,,,,1.74,2.03,3.1,3.27,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"toulouse_lehavre_2025-03-29","Toulouse","Le Havre",0,"Ligue 1","2024-2025","2025-03-29",,2,3,"A",,,,,,,,,,,,,,,2.81,3.41,3.1,3.11,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"nantes_metz_2025-03-31","Nantes","Metz",0,"Ligue 1","2024-2025","2025-03-31",,2,2,"D",,,,,,,,,,,,,,,2.88,2.06,3.4,3.36,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"montpellier_lorient_2025-04-01","Montpellier","Lorient",0,"Ligue 1","2024-2025","2025-04-01",,1,1,"D",,,,,,,,,,,,,,,1.91,1.41,3.4,3.27,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"brest_clermont_2025-04-05","Brest","Clermont",0,"Ligue 1","2024-2025","2025-04-05",,2,3,"A",,,,,,,,,,,,,,,2.72,3.12,3.4,3.24,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"reims_auxerre_2025-04-08","Reims","Auxerre",0,"Ligue 1","2024-2025","2025-04-08",,2,0,"H",,,,,,,,,,,,,,,2.11,0.27,3.4,3.04,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lehavre_angers_2025-04-09","Le Havre","Angers",0,"Ligue 1","2024-2025","2025-04-09",,0,1,"A",,,,,,,,,,,,,,,0.85,1.06,3.4,3.15,3.4,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"metz_psg_2025-04-10","Metz","PSG",0,"Ligue 1","2024-2025","2025-04-10",,2,3,"A",,,,,,,,,,,,,,,2.48,3.13,3.4,3.16,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"cm9tYV9pbnRlcl8yMDIw","Roma","Inter",0,"Serie A","2025-2026","202025-10-18",,0,1,"A",,,,,,,,,,,,,,,,,3.3,3.25,2.25,"football-data.co.uk","2026-03-17T15:01:56.168445+00:00","2026-03-17T15:02:07.13893+00:00"
"Y2FnbGlhcmlfcGFybWFf","Cagliari","Parma",0,"Serie A","2025-2026","2025-09-13",,2,0,"H",,,,,,,,,,,,,,,,,2.15,3.2,3.6,"football-data.co.uk","2026-03-17T15:01:56.943641+00:00","2026-03-17T15:06:56.983264+00:00"
"anV2ZW50dXNfaW50ZXJf","Juventus","Inter",0,"Serie A","2025-2026","2025-09-13",,4,3,"H",,,,,,,,,,,,,,,,,2.75,3,2.75,"football-data.co.uk","2026-03-17T15:01:56.943641+00:00","2026-03-17T15:06:56.983264+00:00"
"ZmlvcmVudGluYV9uYXBv","Fiorentina","Napoli",0,"Serie A","2025-2026","2025-09-13",,1,3,"A",,,,,,,,,,,,,,,,,3.5,3.1,2.25,"football-data.co.uk","2026-03-17T15:01:56.56286+00:00","2026-03-17T15:06:56.983264+00:00"
"YXRhbGFudGFfbGVjY2Vf","Atalanta","Lecce",0,"Serie A","2025-2026","2025-09-14",,4,1,"H",,,,,,,,,,,,,,,,,1.4,4.5,8.5,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"cGlzYV91ZGluZXNlXzIw","Pisa","Udinese",0,"Serie A","2025-2026","2025-09-14",,0,1,"A",,,,,,,,,,,,,,,,,2.75,3.1,2.75,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
"c2Fzc3VvbG9fbGF6aW9f","Sassuolo","Lazio",0,"Serie A","2025-2026","2025-09-14",,1,0,"H",,,,,,,,,,,,,,,,,3.5,3.6,2.05,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
"bWlsYW5fYm9sb2duYV8y","Milan","Bologna",0,"Serie A","2025-2026","2025-09-14",,1,0,"H",,,,,,,,,,,,,,,,,1.91,3.4,4.2,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"dmVyb25hX2NyZW1vbmVz","Verona","Cremonese",0,"Serie A","2025-2026","2025-09-15",,0,0,"D",,,,,,,,,,,,,,,,,2.38,3.1,3.2,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
"Ym9sb2duYV9nZW5vYV8y","Bologna","Genoa",0,"Serie A","2025-2026","2025-09-20",,2,1,"H",,,,,,,,,,,,,,,,,1.83,3.2,5.25,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"Z2Vub2FfbGF6aW9fMjAy","Genoa","Lazio",0,"Serie A","2025-2026","2025-09-29",,0,3,"A",,,,,,,,,,,,,,,,,3,3,2.6,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"lorient_monaco_2025-04-12","Lorient","Monaco",0,"Ligue 1","2024-2025","2025-04-12",,2,0,"H",,,,,,,,,,,,,,,2.61,0.82,3.4,3.21,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"clermont_marseille_2025-04-15","Clermont","Marseille",0,"Ligue 1","2024-2025","2025-04-15",,3,1,"H",,,,,,,,,,,,,,,3.14,1.4,3.4,3.12,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"auxerre_lille_2025-04-17","Auxerre","Lille",0,"Ligue 1","2024-2025","2025-04-17",,0,3,"A",,,,,,,,,,,,,,,0.27,3.41,3.4,3.46,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"bWlsYW5fcGlzYV8yMDIw","Milan","Pisa",0,"Serie A","2025-2026","202025-10-24",,2,2,"D",,,,,,,,,,,,,,,,,1.3,5.5,10,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:02:07.13893+00:00"
"cGFybWFfY29tb18yMDIw","Parma","Como",0,"Serie A","2025-2026","202025-10-25",,0,0,"D",,,,,,,,,,,,,,,,,3.9,3.5,1.95,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:02:07.13893+00:00"
"angers_lyon_2025-04-18","Angers","Lyon",0,"Ligue 1","2024-2025","2025-04-18",,0,1,"A",,,,,,,,,,,,,,,0.18,1.77,3.4,3.42,2.5,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"psg_lens_2025-04-19","PSG","Lens",0,"Ligue 1","2024-2025","2025-04-19",,2,3,"A",,,,,,,,,,,,,,,2.81,3.98,2.5,3.25,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"monaco_rennes_2025-04-23","Monaco","Rennes",0,"Ligue 1","2024-2025","2025-04-23",,2,3,"A",,,,,,,,,,,,,,,2.03,3.44,2.5,3.22,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"marseille_strasbourg_2025-04-27","Marseille","Strasbourg",0,"Ligue 1","2024-2025","2025-04-27",,0,0,"D",,,,,,,,,,,,,,,0.75,0.51,2.5,3.22,3.1,"historical_generation","2026-03-18T21:37:27.600366+00:00","2026-03-18T21:37:27.600366+00:00"
"lille_toulouse_2025-04-29","Lille","Toulouse",0,"Ligue 1","2024-2025","2025-04-29",,3,1,"H",,,,,,,,,,,,,,,3.57,1.09,2.5,3.3,3.1,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"lyon_nantes_2025-05-01","Lyon","Nantes",0,"Ligue 1","2024-2025","2025-05-01",,0,0,"D",,,,,,,,,,,,,,,0.17,0.17,2.5,3.11,3.4,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"arsenal_barcelona_2024-08-01","Arsenal","Barcelona",0,"Champions League","2024-2025","2024-08-01",,3,3,"D",,,,,,,,,,,,,,,3.32,3.82,2.5,3.38,2.5,"historical_generation","2026-03-18T21:37:25.85436+00:00","2026-03-18T21:37:27.881925+00:00"
"barcelona_realmadrid_2024-08-02","Barcelona","Real Madrid",0,"Champions League","2024-2025","2024-08-02",,1,1,"D",,,,,,,,,,,,,,,1.92,1.93,2.5,3.5,2.5,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"realmadrid_bayernmunich_2024-08-03","Real Madrid","Bayern Munich",0,"Champions League","2024-2025","2024-08-03",,2,2,"D",,,,,,,,,,,,,,,2.29,2.32,2.5,3.2,2.5,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"bayernmunich_inter_2024-08-05","Bayern Munich","Inter",0,"Champions League","2024-2025","2024-08-05",,0,1,"A",,,,,,,,,,,,,,,0.59,1.65,2.5,3.06,2.5,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"inter_psg_2024-08-09","Inter","PSG",0,"Champions League","2024-2025","2024-08-09",,2,1,"H",,,,,,,,,,,,,,,2.11,1.6,2.5,3.21,3.1,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"psg_mancity_2024-08-11","PSG","Man City",0,"Champions League","2024-2025","2024-08-11",,2,1,"H",,,,,,,,,,,,,,,2.03,1.87,3.1,3.21,3.1,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"cm9tYV9wYXJtYV8yMDIw","Roma","Parma",0,"Serie A","2025-2026","202025-10-29",,2,1,"H",,,,,,,,,,,,,,,,,1.53,3.75,7.5,"football-data.co.uk","2026-03-17T15:01:56.56286+00:00","2026-03-17T15:02:07.13893+00:00"
"mancity_liverpool_2024-08-15","Man City","Liverpool",0,"Champions League","2024-2025","2024-08-15",,3,1,"H",,,,,,,,,,,,,,,3.14,1.24,3.1,3.03,3.1,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"liverpool_dortmund_2024-08-19","Liverpool","Dortmund",0,"Champions League","2024-2025","2024-08-19",,2,2,"D",,,,,,,,,,,,,,,2.56,2.21,3.1,3.45,3.1,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"dortmund_atleticomadrid_2024-08-21","Dortmund","Atletico Madrid",0,"Champions League","2024-2025","2024-08-21",,0,0,"D",,,,,,,,,,,,,,,0.53,0.44,3.1,3.29,3.1,"historical_generation","2026-03-18T21:37:27.881925+00:00","2026-03-18T21:37:27.881925+00:00"
"cGlzYV9sYXppb18yMDIw","Pisa","Lazio",0,"Serie A","2025-2026","202025-10-30",,0,0,"D",,,,,,,,,,,,,,,,,3.7,3.25,2.1,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:02:07.13893+00:00"
"bWlsYW5fcm9tYV8yMDIw","Milan","Roma",0,"Serie A","2025-2026","202025-11-02",,1,0,"H",,,,,,,,,,,,,,,,,2.2,3,3.7,"football-data.co.uk","2026-03-17T15:01:56.56286+00:00","2026-03-17T15:02:07.13893+00:00"
"cGlzYV9pbnRlcl8yMDIw","Pisa","Inter",0,"Serie A","2025-2026","202025-11-30",,0,2,"A",,,,,,,,,,,,,,,,,8,5.75,1.3,"football-data.co.uk","2026-03-17T15:02:07.511723+00:00","2026-03-17T15:02:07.511723+00:00"
"cGlzYV9wYXJtYV8yMDIw","Pisa","Parma",0,"Serie A","2025-2026","202025-12-08",,0,1,"A",,,,,,,,,,,,,,,,,2.4,3,3.3,"football-data.co.uk","2026-03-17T15:02:07.511723+00:00","2026-03-17T15:02:07.511723+00:00"
"bGVjY2VfcGlzYV8yMDIw","Lecce","Pisa",0,"Serie A","2025-2026","202025-12-12",,1,0,"H",,,,,,,,,,,,,,,,,2.5,2.88,3.3,"football-data.co.uk","2026-03-17T15:02:07.511723+00:00","2026-03-17T15:02:07.511723+00:00"
"YXRhbGFudGFfbGF6aW9f","Atalanta","Lazio",0,"Serie A","2025-2026","2025-10-19",,0,0,"D",,,,,,,,,,,,,,,,,1.73,4,4.5,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"bWlsYW5fZmlvcmVudGlu","Milan","Fiorentina",0,"Serie A","2025-2026","2025-10-19",,2,1,"H",,,,,,,,,,,,,,,,,1.5,4.33,6.5,"football-data.co.uk","2026-03-17T15:01:57.321715+00:00","2026-03-17T15:06:56.983264+00:00"
"Y3JlbW9uZXNlX3VkaW5l","Cremonese","Udinese",0,"Serie A","2025-2026","2025-10-20",,1,1,"D",,,,,,,,,,,,,,,,,3,3.25,2.4,"football-data.co.uk","2026-03-17T15:02:07.13893+00:00","2026-03-17T15:06:56.983264+00:00"
